0,1,2,3,4,5
0.6558696832324541,0.5951534114050079,0.6526830165567572,0.6977103859706825,0.689688134455725,0.37392260371231406
0.6644388072103915,0.6118917666888817,0.6648097694131699,0.6992523320352697,0.6896659740309545,0.5121813796350824
0.6713930236119757,0.6189887226272291,0.6632949315513463,0.6845480999499765,0.67261781735007,0.4787909472789437
0.6649910473517644,0.629471546770174,0.653107951507513,0.6620710760685137,0.6472823149925402,0.38291846079140057
0.6541534449481626,0.6495307860623584,0.641925930971758,0.6291559238412099,0.6119141582734744,0.42597242881305375
0.6310528869315531,0.6557470815386431,0.6221050037800345,0.5910016014998948,0.572481376931148,0.4835763671255749
0.6000275675553387,0.6468992449835271,0.5992161309821961,0.5521925203040253,0.5341897118849911,0.46583615112104326
0.5637217479744497,0.615688083855744,0.562476382059143,0.5078558064902939,0.49250942978236767,0.3965396619936349
0.5173718744537343,0.5691929179308025,0.5209834294289724,0.4668216618117222,0.45576927015323637,0.37718541637836106
0.4736208465501895,0.5289938925631894,0.47367983944591474,0.4306204673363734,0.42506908627106327,0.4819822645475512
0.4196639659622601,0.49221407185085336,0.42064941700498326,0.39775208551203617,0.3999522092417202,0.5252461368731819
0.3747643953623316,0.4780018237658507,0.3773498613366958,0.3734746290997614,0.3862332772992601,0.42396948594468414
0.350529842052279,0.49686096530730434,0.34635688484504984,0.36276663040832274,0.38247158707827417,0.3895742193477113
0.3394113315894858,0.5410981951665365,0.33209314892298736,0.3752732100305233,0.39877002519459076,0.4322906248751151
0.35209668462710975,0.5851494723412879,0.329556820734165,0.3839590000426332,0.40969688246949865,0.4370832138246699
0.36153051842629447,0.6129724463472626,0.32161783008478434,0.38039800995036865,0.40660937254830665,0.4724668155642829
0.36563126889110054,0.6159065231688422,0.336755400514508,0.40264788380576627,0.42639381595182485,0.48494072565107826
0.4018182721365764,0.5972395959384713,0.372797570396119,0.42446843966887193,0.4436874411810844,0.42126189353032484
0.43996318683307084,0.574892783665107,0.41417906657139547,0.4526055120633972,0.4658515640796608,0.38058861792803184
0.4778632274867094,0.5626301924866046,0.45563109868158386,0.4792955106349275,0.48626466322940126,0.4444751061541963
0.5100084111885611,0.5547457504188354,0.4922805468231151,0.5041403761905666,0.5053549521554584,0.49737811657349823
0.5397799312545778,0.5664019382877516,0.5334776937571906,0.530531880438599,0.526876359148449,0.44817427434979085
0.566691104992692,0.5844625606278601,0.5700942403599434,0.5584869919223433,0.5509573634813976,0.3799466887102145
0.5926169255260452,0.5892663649911849,0.5970767676428759,0.5829172523307127,0.5725136225585208,0.4255550766426354
0.6108351741535873,0.5817588868486826,0.6222377002010677,0.6041663962458518,0.5917109819820084,0.4904790271643772
0.6239216829763545,0.5702782326841539,0.6446485437118403,0.62423536748866,0.6103658131062492,0.46329795055988954
0.6374769706071413,0.5669391580615256,0.6618322449880482,0.6420165291597525,0.6273333502054416,0.37772506147109486
0.6490044599392625,0.5668116613585117,0.6701085340552823,0.6547299407562633,0.6398741526830614,0.4153832611948222
0.6596385865974254,0.5853294352506839,0.6809864277689222,0.6688299861229335,0.6542510401525804,0.5038386961640459
0.6668983695427849,0.625253636895568,0.6890537888302993,0.6830472195817423,0.6691366863650492,0.46863133165207266
0.6780720195862999,0.6717273113158617,0.6879771429555429,0.6862230357954631,0.6734964573063105,0.36835043255031447
0.6812363914500467,0.7086273829015155,0.6717978205216408,0.6634835642420689,0.6526706204333961,0.40158888310713897
0.6597615897209488,0.7284919372558055,0.6460502582697998,0.634756004055957,0.6259729455796125,0.5504334256289481
0.6362997985058219,0.7370238492591002,0.6171328327805613,0.604598328714787,0.5977573559297978,0.49063579496204335
0.6032407878687697,0.6945309752832528,0.5761510833059981,0.5612325339306062,0.5564666270795694,0.2721538035013569
0.5610301594569924,0.6226278765289525,0.5195477791587382,0.5024318675864644,0.4999172277731114,0.3928201030147411
0.5082620364138559,0.5271966710661977,0.4547088764932693,0.4421611997060156,0.4418004248124426,0.6473303267539693
0.452229256637601,0.44205822628176816,0.420052688319688,0.4081386527393671,0.40922946589391995,0.4867292848099059
0.41414031638092846,0.39472860053328646,0.3927437281035184,0.38725490718908767,0.3894713651076744,0.28931647359132295
0.39080810516720754,0.391946803316097,0.3709601226121397,0.37553822473926585,0.37867120550029815,0.38948967774218407
0.3786362676071641,0.4389146157519042,0.36369449513467556,0.38477438473531794,0.3883427932251291,0.5352048229257604
0.38741684217103184,0.5243267261814221,0.3851355554597684,0.4281020906380269,0.4312582001863244,0.4769029949514163
