Method,Stock,ACC,R2,RMSE,MAE,MAPE,r_mse,r_acc
60,11,0.5232558139534884,0.7918571458922211,0.18431400399263445,0.1568040379812551,0.020412755253634764,0.0,0.1
60,3,0.45348837209302323,-13.3953358761916,0.3732460771883563,0.3648790958315827,0.07263962822313347,0.0,0.1
60,10,0.5813953488372093,0.8922770750550535,0.5407351446205241,0.39780339529347974,0.01628902860513955,0.0,0.1
60,13,0.5930232558139535,0.3916167097087647,0.209945836395507,0.16306356119555102,0.01653086168851895,0.0,0.1
60,5,0.45348837209302323,0.8239214764090639,0.8642668245574674,0.7770706895340319,0.025468762080263573,0.0,0.1
60,8,0.5813953488372093,0.4384071000627964,0.41025079768783623,0.3443992348604425,0.023549335901952642,0.0,0.1
60,12,0.46511627906976744,0.8053223811961647,0.10041186355941227,0.08736153580421627,0.022691658377361812,0.0,0.1
60,9,0.45348837209302323,0.5287890986294297,0.8691785890797755,0.7312026312184889,0.035786127216733354,0.0,0.1
60,15,0.5697674418604651,-0.20908317238468288,0.09265790705404414,0.08170052661452178,0.011293655280373205,0.0,0.1
60,2,0.5348837209302325,0.3220501431070597,0.062838904546336,0.04549827276274216,0.01205918151122038,0.0,0.1
60,4,0.5581395348837209,0.9422344214235165,0.08443213569711465,0.06648172312004622,0.011614438775116804,0.0,0.1
60,14,0.47674418604651164,-3.3763737797064817,1.2506315849574339,1.193743695103845,0.04512439711490012,0.0,0.1
60,0,0.47674418604651164,0.7952899884706248,0.08128792628031745,0.06123159430747805,0.008909827341699138,0.0,0.1
60,6,0.36046511627906974,0.9529912367384505,0.3249886061980031,0.27757060827210894,0.024482117782533345,0.0,0.1
60,1,0.4418604651162791,0.41645842370655617,0.06763812136942413,0.05201284186784612,0.00916961310664486,0.0,0.1
60,7,0.5116279069767442,0.9585907294207643,0.07110251781113824,0.05440668860147168,0.011463316335217579,0.0,0.1
60,16,0.46511627906976744,0.6910848444044082,0.4955125662486654,0.37817440476528436,0.012337130475985808,0.0,0.1
60,17,0.38372093023255816,0.7553113888620473,0.37111949242035136,0.31773363113403313,0.020855332761094407,0.0,0.1
60,20,0.5581395348837209,0.6329530870545672,0.15731925827021223,0.12280549914337856,0.008275105704166187,0.0,0.1
60,23,0.45348837209302323,0.579878075901348,0.07011836644051049,0.05524171740509743,0.009647846904126761,0.0,0.1
60,21,0.46511627906976744,-0.8403411785344512,0.10230387085531492,0.09426703497420909,0.02625753425211928,0.0,0.1
60,22,0.5465116279069767,0.963198535745229,0.7607427769076825,0.6004063699411791,0.013764574140343102,0.0,0.1
60,25,0.5465116279069767,0.6468546414886016,0.048372792063746735,0.03629065003505972,0.0076572801042821695,0.0,0.1
60,26,0.5465116279069767,0.9175531447410218,0.762617999761699,0.6290955494725426,0.023879317644139655,0.0,0.1
60,18,0.5465116279069767,0.4681093335010399,0.04608253568233437,0.03443612253943153,0.0075906483516034575,0.0,0.1
60,27,0.5930232558139535,0.9564505755382288,0.7217289118353757,0.5387794822870299,0.016168148760942226,0.0,0.1
60,29,0.5,0.6071711155745201,0.10884982445544784,0.07900913926058038,0.015473134561192217,0.0,0.1
60,32,0.5116279069767442,0.8788118732614946,0.2516038469403216,0.18267312316007395,0.0221052527201813,0.0,0.1
60,19,0.5465116279069767,0.8741485048579701,0.18127315412379957,0.1164938378888507,0.013955846787178762,0.0,0.1
60,30,0.38372093023255816,0.884919940038545,0.3258372041748094,0.2505850627810456,0.016197592907239964,0.0,0.1
60,33,0.37209302325581395,-1.9794509516021566,0.14232398657429127,0.13588911056518554,0.046036312579676324,0.0,0.1
60,31,0.45348837209302323,0.8965745498612196,0.10153806745264132,0.07854554863863211,0.014210293740362593,0.0,0.1
60,35,0.5581395348837209,0.8579265410210261,0.32796452373144996,0.20583926622257673,0.02439647125515676,0.0,0.1
60,28,0.4883720930232558,0.9528576543883253,0.07419867838199856,0.05505187078963881,0.010475347054882162,0.0,0.1
60,36,0.4883720930232558,0.6060901057396255,0.0937439002384666,0.07338194669679153,0.010166994379497729,0.0,0.1
60,34,0.5465116279069767,0.17621328300891848,0.4381948876114657,0.4115873316831367,0.05482190928096942,0.0,0.1
60,38,0.5232558139534884,0.7526942894641843,0.05424700294749677,0.04450380469477453,0.010937430968134692,0.0,0.1
60,39,0.5581395348837209,0.8486896628792104,0.0686462406565792,0.04977877905202465,0.00900984580602084,0.0,0.1
60,37,0.5348837209302325,0.8511583093535875,0.042708795746661865,0.03245838143104732,0.008354126203725557,0.0,0.1
60,24,0.5,0.9652646745712856,0.7360664719804428,0.5445068705359171,0.015368716009817849,0.0,0.1
