Method,Stock,ACC,R2,RMSE,MAE,MAPE,r_mse,r_acc
60,0,0.5824175824175825,0.8112221646751748,3.7133935772777424,2.9355681466990022,0.016155654338604497,0.0,0.1
60,4,0.6373626373626373,0.9730055153922912,3.523617579958769,2.7613714331644927,0.012126399055076537,0.0,0.1
60,5,0.5714285714285714,0.9099039445509386,0.8735135690665631,0.6895188873867831,0.013322010666466023,0.0,0.1
60,9,0.5274725274725275,0.9056991794526853,6.352995388145972,5.281627230318507,0.01690531624377947,0.0,0.1
60,7,0.6703296703296703,0.9440601120473381,1.1916555679732626,0.9470560315182865,0.010865903468910705,0.0,0.1
60,13,0.6813186813186813,0.834920861306375,2.0636842786730756,1.6991297073317309,0.010967605972700524,0.0,0.1
60,15,0.5384615384615384,0.0026010466240138364,2.007242618163596,1.9360483610008155,0.033965585000480046,0.0,0.1
60,2,0.4725274725274725,0.5634440339091933,16.769549597405106,14.332678169181408,0.06746034941574595,0.0,0.1
60,11,0.6593406593406593,0.9292714472801828,2.163784688835832,1.7309787057005501,0.011601792692071275,0.0,0.1
60,3,0.7362637362637363,0.947377487658579,4.0608421140917175,3.240191618078209,0.012181181437274756,0.0,0.1
60,1,0.5274725274725275,0.8452820086784557,3.4959686313654235,2.9028933879635974,0.010842671267742772,0.0,0.1
60,6,0.5714285714285714,0.9130534345999024,2.914892664305229,2.238667871844952,0.014485248574398377,0.0,0.1
60,12,0.7802197802197802,0.9898122616617903,0.4781393042771737,0.3563010761316317,0.009108728821166598,0.0,0.1
60,8,0.7142857142857143,0.9585961152609738,4.790748294334588,3.7470495451150407,0.011463614469895331,0.0,0.1
60,18,0.5824175824175825,0.8339166908685538,1.0945916364944122,0.834384956687843,0.007892229524155999,0.0,0.1
60,17,0.46153846153846156,0.4405482508090304,5.104460341413762,4.21185310049472,0.042135165002207674,0.0,0.1
60,16,0.46153846153846156,0.02001689071875412,13.451890873717165,11.044192487809063,0.04119266542861236,0.0,0.1
60,14,0.5824175824175825,0.936749090746916,2.079227183876177,1.8374226253648696,0.012424572175910852,0.0,0.1
60,21,0.5494505494505495,0.7213152043798378,1.7977200466421914,1.5033275295544313,0.009994000982752665,0.0,0.1
60,22,0.45054945054945056,0.23759608288841627,7.829709436866611,6.86519898517986,0.040108757571080116,0.0,0.1
60,24,0.4725274725274725,0.44145581753363683,7.0678554516152525,6.331789962461366,0.025939947403443946,0.0,0.1
60,19,0.7802197802197802,0.9838841012280277,2.893964039648485,2.3240453768887357,0.006763604932355841,0.0,0.1
60,10,0.5164835164835165,0.9237366669498229,2.176627676723395,1.7006319223579165,0.009068735344790801,0.0,0.1
60,23,0.5604395604395604,0.8284719308606889,9.351970861552246,8.165618237272493,0.015440340006657862,0.0,0.1
60,26,0.43956043956043955,0.46329244328325736,1.390646066651898,1.2867608964159616,0.05814416577170508,0.0,0.1
60,20,0.5384615384615384,0.9586157014910057,1.6945575728885554,1.329225038982014,0.012635700038638422,0.0,0.1
60,25,0.6043956043956044,0.9590772840215286,0.4702466526822318,0.39842096538300603,0.01176875066720582,0.0,0.1
60,27,0.5934065934065934,0.8663639972749276,1.5476226139726068,1.0997681668634098,0.0068770210175381095,0.0,0.1
